business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,permanently_closed,url
OPERATIONAL,"6W6C+7GP, Sei Pinang, Mandau Talawang, Kapuas Regency, Central Kalimantan, Indonesia","{'location': {'lat': -0.789275, 'lng': 113.921327}, 'viewport': {'northeast': {'lat': -0.7879251701072777, 'lng': 113.9226768298927}, 'southwest': {'lat': -0.7906248298927221, 'lng': 113.9199771701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perkebunan trans,,ChIJ9XVerGvH_i0RiyH8h8izy8Q,0.0,ChIJ9XVerGvH_i0RiyH8h8izy8Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9XVerGvH_i0RiyH8h8izy8Q
OPERATIONAL,"6W6C+7GP, Sei Pinang, Mandau Talawang, Kapuas Regency, Central Kalimantan, Indonesia","{'location': {'lat': -0.789275, 'lng': 113.921327}, 'viewport': {'northeast': {'lat': -0.7879251701072777, 'lng': 113.9226768298927}, 'southwest': {'lat': -0.7906248298927221, 'lng': 113.9199771701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tinanggea( sultra),"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114298386207423122980"">andi ukky</a>'], 'photo_reference': 'AUGGfZkQCwLMqvVv0b35qivtOEqCcg9g3qPYpvHm7qajn63DvMvyKUK6E9fGZ49Xuz9dVhA0de_RMwLQksh3VPi8H70ZdemBTkHcqOhELaX5sDGBao5tjMbJjuKf_OX6dDtMHd99HE0Yb5EHMm8JNHn8vD_jvDWu4EtKhoJzDcbekHq7xXP7', 'width': 4000}]",ChIJH6BnAnnH_i0RxSNgJyVY0OI,4.0,ChIJH6BnAnnH_i0RxSNgJyVY0OI,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJH6BnAnnH_i0RxSNgJyVY0OI
OPERATIONAL,"6W6C+7G, Sei Pinang, Mandau Talawang, Kapuas Regency, Central Kalimantan 74511, Indonesia","{'location': {'lat': -0.7892751, 'lng': 113.921327}, 'viewport': {'northeast': {'lat': -0.7879252701072778, 'lng': 113.9226768298927}, 'southwest': {'lat': -0.7906249298927223, 'lng': 113.9199771701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sari ater hot spring ciater,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103563133243207732077"">A Google User</a>'], 'photo_reference': 'AUGGfZnG9nS3xgfGJiBPFPWKgBjdmySE1FZZXZKZpSFBxOjbUpQAOfqm5js-wOcMZioMBvyoLbbTpmXftu_Md9EJr14DNMTPd0X2Y1zh0ZhF5qW0a6kdguLB_EOUe7vOEN1xGqGbKqN55fF4ER3R-MgLYFEDqOEnZPKV_Q2yWgyMVV30kRdG', 'width': 4608}]",ChIJjeEfmr3H_i0Rge7z2tEsi0o,5.0,ChIJjeEfmr3H_i0Rge7z2tEsi0o,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJjeEfmr3H_i0Rge7z2tEsi0o
OPERATIONAL,"6W6C+7GP, Sei Pinang, Mandau Talawang, Kapuas Regency, Central Kalimantan, Indonesia","{'location': {'lat': -0.789275, 'lng': 113.921327}, 'viewport': {'northeast': {'lat': -0.7879251701072777, 'lng': 113.9226768298927}, 'southwest': {'lat': -0.7906248298927221, 'lng': 113.9199771701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,巴淡岛,,ChIJsTbCudzH_i0RCPB1snA0boY,0.0,ChIJsTbCudzH_i0RCPB1snA0boY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJsTbCudzH_i0RCPB1snA0boY
OPERATIONAL,"6W6C+7GP, Sei Pinang, Mandau Talawang, Kapuas Regency, Central Kalimantan 74511, Indonesia","{'location': {'lat': -0.789275, 'lng': 113.921327}, 'viewport': {'northeast': {'lat': -0.7879251701072777, 'lng': 113.9226768298927}, 'southwest': {'lat': -0.7906248298927221, 'lng': 113.9199771701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Laut pangandaran,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107331284920648110132"">A Google User</a>'], 'photo_reference': 'AUGGfZlnIom87bs9qfIlk0cEN9ZS4jp9A-QT7aTkTDCnrHiVRhRkPW3LhZs-yNePM2DuP5xD0bLsxxS2bW5pRMFRNZwnCpSnoWEhAGHPhtO-KxxRlX5YBoMPaTDINSyoFFZViEpM5IqXYWBTFYsq_VyA8ZMEDa0APLMeBNpc_9_9bYNkVd6r', 'width': 2304}]",ChIJQ6TTzSfH_i0R-77Ci1Qyc8g,3.0,ChIJQ6TTzSfH_i0R-77Ci1Qyc8g,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ6TTzSfH_i0R-77Ci1Qyc8g
OPERATIONAL,"6W6C+7GP, Sei Pinang, Mandau Talawang, Kapuas Regency, Central Kalimantan, Indonesia","{'location': {'lat': -0.789275, 'lng': 113.921327}, 'viewport': {'northeast': {'lat': -0.7879251701072777, 'lng': 113.9226768298927}, 'southwest': {'lat': -0.7906248298927221, 'lng': 113.9199771701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pantai soge Pacitan,,ChIJlysESgXH_i0R_he7Ve54kYM,0.0,ChIJlysESgXH_i0R_he7Ve54kYM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJlysESgXH_i0R_he7Ve54kYM
OPERATIONAL,"6W6C+7GP, Sei Pinang, Mandau Talawang, Kapuas Regency, Central Kalimantan, Indonesia","{'location': {'lat': -0.789275, 'lng': 113.921327}, 'viewport': {'northeast': {'lat': -0.7879251701072777, 'lng': 113.9226768298927}, 'southwest': {'lat': -0.7906248298927221, 'lng': 113.9199771701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Talang cikwi,Yurham",,ChIJq7RgFi3H_i0RWbc9-KyPJlA,5.0,ChIJq7RgFi3H_i0RWbc9-KyPJlA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJq7RgFi3H_i0RWbc9-KyPJlA
OPERATIONAL,"R6J8+GH, Balai Banjang, Pasak Talawang, Kapuas Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.1687324, 'lng': 114.2164776}, 'viewport': {'northeast': {'lat': -1.167382570107278, 'lng': 114.2178274298927}, 'southwest': {'lat': -1.170082229892722, 'lng': 114.2151277701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balai Banjang,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106682727980222782374"">A Google User</a>'], 'photo_reference': 'AUGGfZmBalQCJ7ztLeeFvxByIeEDKVMKjxclDEgB8t4W6KZ4rSALRwoc_pqUjEg99x3ygqppJE0dckOZlP1v83FVM_BbUnPUWum_FfbEO0lSPs92PRdpZq4Zrh8W7rjALYlfDeYAVV_MBwM3uQyUjjyLiqkkkVrgTl4VKCQ-UP2ZpU9OoBZ1', 'width': 1080}]",ChIJ72Zromj_-y0R3I9J8Fok8Ys,4.5,ChIJ72Zromj_-y0R3I9J8Fok8Ys,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ72Zromj_-y0R3I9J8Fok8Ys
OPERATIONAL,"2M5C+2C5, Kasintu, Tewah, Gunung MAS Regency, Central Kalimantan 74561, Indonesia","{'location': {'lat': -0.9924847000000001, 'lng': 113.6711071}, 'viewport': {'northeast': {'lat': -0.9911348701072782, 'lng': 113.6724569298927}, 'southwest': {'lat': -0.9938345298927225, 'lng': 113.6697572701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puruk Tamanggung Amai Rawang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100030693336707297042"">Yulita Yulita</a>'], 'photo_reference': 'AUGGfZlXH30_9Yuv-58D2E9ukJtSoamIiWlGGugpVaw54Z1h3ott8oEUwW1_Zt-agqrMntLNGgWFdgteBmjAwbDcOQ390jiZDhjKPhftqM1dC8Qa6f2XRSQH0n20aYmgp1rQFTDB8__qt-4sELuUVxEtFxnwYonao60jan36hoU455Zjey7o', 'width': 4000}]",ChIJT64c2vuZ_i0R5PXfaX8OR4c,4.5,ChIJT64c2vuZ_i0R5PXfaX8OR4c,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJT64c2vuZ_i0R5PXfaX8OR4c
OPERATIONAL,"Tumbang Tambirah, Kurun, Gunung MAS Regency, Central Kalimantan 74511, Indonesia","{'location': {'lat': -1.0198431, 'lng': 113.906452}, 'viewport': {'northeast': {'lat': -1.018493270107278, 'lng': 113.9078018298927}, 'southwest': {'lat': -1.021192929892722, 'lng': 113.9051021701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BATU SALIB,,ChIJM78_vu-l_i0RPtB8M-6yVr0,0.0,ChIJM78_vu-l_i0RPtB8M-6yVr0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,{'open_now': True},"{'compound_code': 'XWJ4+3H Tumbang Tambirah, Gunung MAS Regency, Central Kalimantan, Indonesia', 'global_code': '6PCMXWJ4+3H'}",,https://www.google.com/maps/place/?q=place_id:ChIJM78_vu-l_i0RPtB8M-6yVr0
OPERATIONAL,"3P43+QGR, Upon Batu, Tewah, Gunung MAS Regency, Central Kalimantan, Indonesia","{'location': {'lat': -0.9430225, 'lng': 113.7037797}, 'viewport': {'northeast': {'lat': -0.9416726701072777, 'lng': 113.7051295298927}, 'southwest': {'lat': -0.9443723298927219, 'lng': 113.7024298701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hairullah,,ChIJP1mzFXeX_i0R-F_iLJGUUeI,0.0,ChIJP1mzFXeX_i0R-F_iLJGUUeI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJP1mzFXeX_i0R-F_iLJGUUeI
OPERATIONAL,"Dusun Jakatan Masupa, Desa Tumbang Manyarung, Tumbang Manyarung, Mandau Talawang, Kabupaten Kapuas, Kalimantan Tengah 74581, Indonesia","{'location': {'lat': -0.566672, 'lng': 114.025014}, 'viewport': {'northeast': {'lat': -0.5653221701072777, 'lng': 114.0263638298927}, 'southwest': {'lat': -0.5680218298927222, 'lng': 114.0236641701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sella Adventure & Travelling,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115937736007584165545"">A Google User</a>'], 'photo_reference': 'AUGGfZny8Uh32ho-LcqH-puDZO-ir11rgDoarMVif4TStM3t775MnRjkZ8M-dI5z_wJZqYtOxRK-2JIUgC5HuyTS_xQf4q8l0FbnM3RvGwSVdtpChl9rBxis1BApdlYaur2BMB7Feu_AhNpLm2yFMlf72wLnnsUt7BZ8I0XlmVrJnAtcIsDd', 'width': 720}]",ChIJkUp5WQHX_i0RXXAc8Hmti3U,5.0,ChIJkUp5WQHX_i0RXXAc8Hmti3U,"['tourist_attraction', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",1.0,{'open_now': False},"{'compound_code': 'C2MG+82 Tumbang Manyarung, Kapuas Regency, Central Kalimantan, Indonesia', 'global_code': '6PFPC2MG+82'}",,https://www.google.com/maps/place/?q=place_id:ChIJkUp5WQHX_i0RXXAc8Hmti3U
OPERATIONAL,"XPW3+4XQ, Kasintu, Tewah, Gunung MAS Regency, Central Kalimantan 74561, Indonesia","{'location': {'lat': -1.0046671, 'lng': 113.7049998}, 'viewport': {'northeast': {'lat': -1.003355170107278, 'lng': 113.70738555}, 'southwest': {'lat': -1.006054829892722, 'lng': 113.70420455}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Hiang,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108788635982255005300"">A Google User</a>'], 'photo_reference': 'AUGGfZnkyi1e7g5PziAmEUCd69C-X6nEhQAQ39NWjDpCWdGuBYCcWcbh-XrZoWYEYI0-WmN6LvYfAKSHfExG6KVCu-O-GXRyGwFKCu-IANdEdXFJSOsWfOm4LeLCGA9qOrjyZRUHV77sct-l888P5Mo8y-UQ1nyz-Eve4KjceVPAeK6GbH6y', 'width': 6000}]",ChIJxSh1krGZ_i0R7goSNXgpUnY,4.5,ChIJxSh1krGZ_i0R7goSNXgpUnY,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJxSh1krGZ_i0R7goSNXgpUnY
OPERATIONAL,"WV78+396, Jl. Nasional Tewah - Kuala Kurun, Kuala Kurun, Kec. Kurun, Kabupaten Gunung MAS, Kalimantan Tengah 74571, Indonesia","{'location': {'lat': -1.0873391, 'lng': 113.8659062}, 'viewport': {'northeast': {'lat': -1.086004020107278, 'lng': 113.8672343298927}, 'southwest': {'lat': -1.088703679892722, 'lng': 113.8645346701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu selamat datang taman hutan raya lapak jaru,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112274191623358914358"">nicky fortona</a>'], 'photo_reference': 'AUGGfZnExB-XrTkziEZqxDsjrQVv93WLIj3G73AGIkTPq96Zafk-fCi0DnlYdGISVo_bFH3W3Erz9jz7MGJWDxt7fn88C8XB7EIrC8Pik4QIpx87mKwjxW-g2wrZwHayJWKdPTAF4sFzTWXByyANBSqYgcE7tDy_2zkhAqocfRUuAaZL8pZ0', 'width': 2296}]",ChIJ8RpI_3-n_i0RHIcMrnQTGa0,5.0,ChIJ8RpI_3-n_i0RHIcMrnQTGa0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJ8RpI_3-n_i0RHIcMrnQTGa0
OPERATIONAL,"WV65+FWW, Jl. Sangkurun, Kuala Kurun, Kec. Kurun, Kabupaten Gunung MAS, Kalimantan Tengah 74571, Indonesia","{'location': {'lat': -1.0887641, 'lng': 113.8598253}, 'viewport': {'northeast': {'lat': -1.087904720107278, 'lng': 113.8610247298927}, 'southwest': {'lat': -1.090604379892722, 'lng': 113.8583250701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pesisir sungai kahayan,,ChIJz03nWKin_i0Rh2SNzSq-u-8,2.0,ChIJz03nWKin_i0Rh2SNzSq-u-8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJz03nWKin_i0Rh2SNzSq-u-8
OPERATIONAL,"WV3C+CXF, Jl. Palangka Raya - Kuala Kurun, Kuala Kurun, Kec. Kurun, Kabupaten Gunung MAS, Kalimantan Tengah, Indonesia","{'location': {'lat': -1.0964349, 'lng': 113.872419}, 'viewport': {'northeast': {'lat': -1.095076220107278, 'lng': 113.8737539298927}, 'southwest': {'lat': -1.097775879892722, 'lng': 113.8710542701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu selamat datang di dam skata juri,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102265238905200204665"">Ibnu Zaid</a>'], 'photo_reference': 'AUGGfZnoDfI1cC-bF00ro8VrtXE-9tAEjV7wfyLPmBmjC0ehArQ1-5cE9cHvT7qzpFtnzrK1bTe3ZK5hr4Q6CG7_ydzfybLx7r61cU-j-d7Y_HdSzfPGlKj44_amfs3JuCVb-hNJe63r2He4vhCVFVSzOjr3RlChmF0vXPR-XFhDGEHtxzwo', 'width': 4160}]",ChIJve8L-yen_i0Rb5LQ3WGXTio,5.0,ChIJve8L-yen_i0Rb5LQ3WGXTio,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJve8L-yen_i0Rb5LQ3WGXTio
OPERATIONAL,"WV63+3XR, Jl. Damang Pijar, Kuala Kurun, Kec. Kurun, Kabupaten Gunung MAS, Kalimantan Tengah 74571, Indonesia","{'location': {'lat': -1.0897524, 'lng': 113.8549018}, 'viewport': {'northeast': {'lat': -1.088643520107278, 'lng': 113.8562204798927}, 'southwest': {'lat': -1.091343179892722, 'lng': 113.8535208201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Batu Mahasur,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107898122686397009560"">Zho&#39; Katok</a>'], 'photo_reference': 'AUGGfZmt5jlPV0gvEOPgI7UoUrIvJDNyrxwRcvDBmlE-sa3qGV5eQR90mOM7j13JIhtzTHFimKNIMOFeMAMJC9bFvJqMUpH78nb_xOPWkW7MAfDOeNIZHKj1Pt9KFejXGLw9Jds6DynabeTM_4pqCytmtoS-0GG_vQBSSuK9MdN0Uf4R05ZP', 'width': 3264}]",ChIJP6qVW8qg_i0RX44r_Z1Bh3I,4.2,ChIJP6qVW8qg_i0RX44r_Z1Bh3I,"['tourist_attraction', 'point_of_interest', 'establishment']",215.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP6qVW8qg_i0RX44r_Z1Bh3I
OPERATIONAL,"WV44+WPF, Jl. Tewah - Kuala Kurun, Kuala Kurun, Kec. Kurun, Kabupaten Gunung MAS, Kalimantan Tengah 74571, Indonesia","{'location': {'lat': -1.0928253, 'lng': 113.8574046}, 'viewport': {'northeast': {'lat': -1.091322370107278, 'lng': 113.8585767798927}, 'southwest': {'lat': -1.094022029892722, 'lng': 113.8558771201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Untuk Lihat Sunset,,ChIJr_rS28Sh_i0RXvEgsRk74mo,0.0,ChIJr_rS28Sh_i0RXvEgsRk74mo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJr_rS28Sh_i0RXvEgsRk74mo
OPERATIONAL,"VRFM+MPJ, Jl. Pangeran Diponegoro, Tampang Tumbang Anjir, Kec. Kurun, Kabupaten Gunung MAS, Kalimantan Tengah 74571, Indonesia","{'location': {'lat': -1.1257804, 'lng': 113.8342696}, 'viewport': {'northeast': {'lat': -1.124361120107278, 'lng': 113.8357408798927}, 'southwest': {'lat': -1.127060779892722, 'lng': 113.8330412201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Bundaran Linau,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116932535056748454209"">Joshua Adrian</a>'], 'photo_reference': 'AUGGfZm9zHti6ItalOuat1Lqui0vOBaPGq5E1rz_7BgDJbT1JnLHcQXgT-nYRLC_YLIx7EN9mtRmQbbQ-03oZ2ibv1yWnnlFa0jPe_kVNzWU3wDOTS90acwneWAi89Qyan7OsZUjDdlZEpac3NzzEcTU2z-AYj_t29vM7k-yE-s7JfBC7_nA', 'width': 3024}]",ChIJB16Pc-Yf_C0Rf2TFXy94hSw,3.0,ChIJB16Pc-Yf_C0Rf2TFXy94hSw,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJB16Pc-Yf_C0Rf2TFXy94hSw
OPERATIONAL,"HVQG+MPR, Tekudak, Kalis, Kapuas Hulu Regency, West Kalimantan 78753, Indonesia","{'location': {'lat': 0.5892423999999999, 'lng': 112.8767661}, 'viewport': {'northeast': {'lat': 0.5905922298927223, 'lng': 112.8781159298927}, 'southwest': {'lat': 0.5878925701072778, 'lng': 112.8754162701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Lubuk Mantuk,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116823646274471443841"">Anton Darsono Wongso</a>'], 'photo_reference': 'AUGGfZmByt1iHWKYY_yXz2duIPppNpy9acvhd-nG-kVkN69WGcjtUQE81THrfE_TxJ-g5zyaVn3_hhtlgmXjp5ZCQG_JuReLb4a-L6DFP40k10W4zwBydEra_kIkpwWyEaUAqvhU3ZJED4DfpFBX7k_rIY0kmuj2eU8aMBSzpwfArs6qDdcx', 'width': 4032}]",ChIJR-NxoUPMATIRowC3nUrEh8o,4.2,ChIJR-NxoUPMATIRowC3nUrEh8o,"['tourist_attraction', 'point_of_interest', 'establishment']",20.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJR-NxoUPMATIRowC3nUrEh8o
OPERATIONAL,"3G8V+WMW, Tumbang Miri, Kahayan Hulu Utara, Gunung MAS Regency, Central Kalimantan 74561, Indonesia","{'location': {'lat': -0.9326413000000001, 'lng': 113.5442121}, 'viewport': {'northeast': {'lat': -0.931291470107278, 'lng': 113.5455619298927}, 'southwest': {'lat': -0.9339911298927223, 'lng': 113.5428622701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Sahai,,ChIJnU_TwqmP_i0R6Cs8JiuJBq4,5.0,ChIJnU_TwqmP_i0R6Cs8JiuJBq4,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJnU_TwqmP_i0R6Cs8JiuJBq4
OPERATIONAL,"WR2V+WQ, Kuala Kurun, Kurun, Gunung MAS Regency, Central Kalimantan 74571, Indonesia","{'location': {'lat': -1.0976678, 'lng': 113.8443956}, 'viewport': {'northeast': {'lat': -1.096470670107278, 'lng': 113.8457684798927}, 'southwest': {'lat': -1.099170329892722, 'lng': 113.8430688201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah Merah GUMAS,,ChIJ9-YIxo6h_i0RGuiBZX-3eRA,5.0,ChIJ9-YIxo6h_i0RGuiBZX-3eRA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9-YIxo6h_i0RGuiBZX-3eRA
,"Kapuas Hulu, Kapuas Regency, Central Kalimantan, Indonesia","{'location': {'lat': -0.9328061999999998, 'lng': 113.9060624}, 'viewport': {'northeast': {'lat': -0.430672, 'lng': 114.1836489}, 'southwest': {'lat': -1.0778981, 'lng': 113.650379}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kapuas Hulu,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106520468540263373274"">Sardiman Sensei</a>'], 'photo_reference': 'AUGGfZlyMwlVsPfY-v6feOYWpokyBTY8mNiHk0JYKKyO6T_4Bu1VU48bcZBVAC9Y3wTeX7nW-CZwJjD8bZXqPhlF1TjgXUh58QgWuq2_kDhp13hdjdLdQIbfwwQ2WEzRwI9R5gTJkJ2H8REtyWVL738wK8tLBgqyuaUmmF05c-7NslPINRro', 'width': 3264}]",ChIJsZHLmajF_i0RGsABxz_3Las,,ChIJsZHLmajF_i0RGsABxz_3Las,"['administrative_area_level_3', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJsZHLmajF_i0RGsABxz_3Las
OPERATIONAL,"WR2W+899, Jl. Tewah - Kuala Kurun, Kuala Kurun, Kec. Kurun, Kabupaten Gunung MAS, Kalimantan Tengah 74571, Indonesia","{'location': {'lat': -1.0992155, 'lng': 113.8459925}, 'viewport': {'northeast': {'lat': -1.097287170107278, 'lng': 113.8473401798927}, 'southwest': {'lat': -1.099986829892722, 'lng': 113.8446405201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit sunset 1,,ChIJPbe06-Kh_i0RxYSfNHL3D7Y,5.0,ChIJPbe06-Kh_i0RxYSfNHL3D7Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJPbe06-Kh_i0RxYSfNHL3D7Y
