formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"JFQH+W5Q, Jl. Hasanudin No.KM. 04, Kumpulrejo, Kec. Argomulyo, Kota Salatiga, Jawa Tengah 50734, Indonesia",Gereja Kristen Jawa Salib Putih,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109370579796400096331"">Hadi Siswanto</a>'], 'photo_reference': 'AUGGfZmv_1AiADyR5Y3hFmm0GlnWGeCp9ss8Wj7X7Vqh3QiH9NcYiAiGURG9QHjEYNJCSiAfTTzbAfV79wOowGaVxAcZcYyz6CUPwsBIfi3HXFndnUSgNK9rRXbFIRSIyDlMOLZqJcX_kXSVMT2rNKTsIMH7TVVssc7s-81Dx-oQppVUVx8S', 'width': 4096}]",ChIJfc90XZ95ei4RNRvmGfKK1rs,4.6,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",55.0,-7.360374,110.4786429
"MFF9+JVH, Gedagan, Gedangan, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773, Indonesia",Kali Odo,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105263621845538011423"">Mufti Hadi Wibowo</a>'], 'photo_reference': 'AUGGfZlTwbOHOPF6bAvJ8O1pQdLI3BzFZbOdGfG85ReTcldekwvAtiNxtJOBTiXdukgR0MlPkkkC-BubFSiuw6NerpxMBge78q0cnVsLugi82DayUrpFOraSRvxLsaGg27HvfjIq9CwsQtXhdTOc3VTw_suiVuoPqxOUKxmV3n4pzNHmmSfS', 'width': 2604}]",ChIJc_do6_Z4ei4RSm6Gvz2BpH8,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",641.0,-7.3259308,110.4697247
"MGG3+MXW, Jl. K.H Jl. Damar Jati, Kaloka, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50711, Indonesia",Masjid Damarjati,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102220380700576760893"">Joko Hariyanto</a>'], 'photo_reference': 'AUGGfZk5VGGzj31P_8RqDJRB3CGR8meW8CMJ-Qb1efQdqhX76gGEyRn0Qgp8WjGAPQ7UBwTwpaT0PAvygkGP8kYdSw8SS6mB0VGAooJzND_MNM0F7s2km1r5B18mtkAuP--IL3UQxENHI6M_Or1qsCxLd30h9B6D6n3bGP50fs8JHc9UyOBZ', 'width': 4000}]",ChIJJ-xEizt4ei4RCklFlj0L0do,4.7,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",200.0,-7.323327399999999,110.504903
"dekat, Kauman Kidul, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50712, Indonesia",Resto Kalibatur Salatiga,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110553678713659072107"">A Google User</a>'], 'photo_reference': 'AUGGfZkmLVUWGBqTTmDTuVqDs0Mj1jk-seeqcOvCM-rZXYOsT6oZ7PN1kNNXvWGZv-Xo5jv-zAMB6aFyO_q0HFRSDcToALB5KcixJ6qyF7J9Nm3BIXQxuo_gMp_1Mgsf6BlRpHsEO9l2BUCDamYMwqagWh37ifNDG-6i_1HaWjqk1kOnWjTy', 'width': 3024}]",ChIJ572SPXZ5ei4RgfPnMzeySx8,4.2,"['restaurant', 'tourist_attraction', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",1892.0,-7.3052017,110.5173533
"Polobogo, Getasan, Semarang Regency, Central Java 50774, Indonesia",Agro Wisata Kuncen Polobogo,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101236856159091846380"">A Google User</a>'], 'photo_reference': 'AUGGfZl-XShlktLFK1eydyL_goZz_lRDzwzI7J34JZraxf4m8I2uTo_RxFRNmTGy-2Gg9jn0vjBC40QHN-eknsuRIZ3F724S6DUsRn-ca8CpbBDu-0qlVwxbT9N5zyELxU7Re00mS-6fULentTg3CwLv-YdrCtkVhuNqu4KvKkJBE4F61CG0', 'width': 2448}]",ChIJAQAAABF5ei4RbCacwegghX4,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",89.0,-7.341617499999999,110.456148
"JFJ5+JH5, Jl. Jempolan Kenteng, Pijil, Sumogawe, Kec. Getasan, Kabupaten Semarang, Jawa Tengah 50774, Indonesia",Wisata Dusun Bambu - Desa Wisata Sumogawe,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100907770747540424360"">A Google User</a>'], 'photo_reference': 'AUGGfZmlQ7Vdsd3WFdtMH0eWfwNDTEj8owUUhOvNxBMOwfPxQy2fEUuylvqLk62sk39KCST1cSDexJaOu54VIZT6LnicU5dEXnJ0Ryytg400yO6alEqPE8FR_xcmiDTu3iXHWX1L0T-5cp_wpzmOfHvvjZk61E82jQKy4eMJYI2T8Z3s6qYK', 'width': 3120}]",ChIJ_____255ei4R8kby1CvyxqU,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",62.0,-7.368486900000001,110.4589798
"Dusun Jampelan, Getasan, Semarang Regency, Central Java 50774, Indonesia",Gua Maria Pereng Salatiga,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108573542255408650525"">untuk dian</a>'], 'photo_reference': 'AUGGfZkWKFCuFylZOFfZ82EhtZgWlXUZ2S3R5Lf3XtIc0wcaNQsITCYj9A8KOGqd4pFpum-bNFDZnsJKzGr_LlUtP-IN5sEJA556oenJAS9BOdR4irLeXUhYE0N6vAU22NjgiQW4iLhgU_aqd6ZNTPkG0JVCztDlph1ha_VIWO0zaepkfo-9', 'width': 4032}]",ChIJnTt6VVl5ei4RT7F3aOOiBQI,4.7,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",2061.0,-7.377106700000001,110.4438829
"Jl. Fatmawati No.154, Gumuksari, Lopait, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773, Indonesia",Saloka Theme Park,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113116529984558898559"">A Google User</a>'], 'photo_reference': 'AUGGfZn7Dz55k9oeJYwGzgDMH6SbdRJncH1UHUQTdcg2851bAoNTWLhdmoBgXMYM3WviC3cHoXv7ZpSgU12hB5fCmC6uwPRp0x-SPxUgeu9dhFogrXzepo1fkbi99L99jsYyFlMlVpKfFus6quyL17efto2M_PoAjuCOWhEY53DD8dof8A', 'width': 4608}]",ChIJ95oOl2WCcC4R5pgg3z1ycqU,4.5,"['tourist_attraction', 'amusement_park', 'restaurant', 'food', 'point_of_interest', 'establishment']",18389.0,-7.280767000000001,110.459024
"JGFX+96J, Kebawon, Suruh, Babangan, Kebowan, Kec. Suruh, Kabupaten Semarang, Jawa Tengah 50776, Indonesia",SENDANG KALIPETE Komplek Masjid At Taqwa,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116996730084294150651"">di yan</a>'], 'photo_reference': 'AUGGfZlYcNLGrTTTSKA3THzdZBtWkNYMdoZeWo4mv_XVuyJka4YSYYwR07DbH_KZf4Xa9Uy7P2vZa9Jrp-YKnwoPG_VrkLEuEx_Mw5-ZZmi8JetI9BCfvHZk6cA2MB905hL5UCHTTvOK4gzPlfizqw5EEneYyJgrO2ycyRDprb_D5E_WT6dm', 'width': 720}]",ChIJu4uTGa93ei4Rxv0-UE394Ew,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,-7.3765306,110.5480193
"Jl. Magelang - Salatiga No.KM. 15, Dukuh, Kopeng, Kec. Getasan, Kabupaten Semarang, Jawa Tengah 50774, Indonesia",Taman Wisata Kopeng,"[{'height': 2869, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100035622576469836168"">cecep arief kamaludin</a>'], 'photo_reference': 'AUGGfZnyZRrO4VWAf5G7hPgsRiopPQFpk9dc1n6BxKNUaSH9sPymzQNl7CmDStRkINPp3uzTnswykNQFWC2-XPzICGCR9Lh9419DDyvVWIoEk8j3HvauzsR1bFEtFnQT3MmWCuBsgmRJwVMKcu8lyRrDqIJe3HzQ79vDmGIhdBdv5Lzu4Md7', 'width': 3821}]",ChIJNZZbAwx8ei4RK0mibKWFK2g,4.2,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",8823.0,-7.398416,110.419317
"MF7F+RJM, Kecandran, Sidomukti, Salatiga City, Central Java 50723, Indonesia",Taman Sidomukti,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108156300529543771319"">Angga Boeana</a>'], 'photo_reference': 'AUGGfZlJFG91ui4C5vT3avA0ZkH3Ui12WMX1lOl__xOLDVHe0tZFNQ5bnTX8EOgAgbZf1NKsn5Qp0Q6Rzv9vh0-ByEhO1_NiLFNjMjl5mafzdJw5crtlVVF7SLCkFNRvW4IR_AgHtalMUjU2toem-aHtgIua2pUpyXGtHxfyvdi2masERql2', 'width': 4032}]",ChIJR246-VB5ei4RJK0PrmWQoIs,4.6,"['park', 'point_of_interest', 'establishment']",265.0,-7.335417499999998,110.4740451
"Jl. Raya Kopeng, Selo Ngisor, Batur, Kec. Getasan, Kabupaten Semarang, Jawa Tengah 50774, Indonesia",Kopeng Treetop Adventure Park,"[{'height': 2408, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112830897430862390320"">Tony Loman</a>'], 'photo_reference': 'AUGGfZlNH7uXvESYTxjoaZBS3b0i-10EiihFV1yCDoZSTlmukpBUnHcd_8KX8UyL1XU4fBm0kDnEUrujuH_kClHsDJibvZHryHa5vG0yOIlG-OhnhUNq1bDg2Fg4tpmgPWUh7xVDDX4CVaf174j0_68x4_LroOCBXPU15gJmT1cjx_vCKcvO', 'width': 4285}]",ChIJ2_ZNrgl8ei4RAOTZCxjCM8c,4.1,"['point_of_interest', 'establishment']",3273.0,-7.3955416,110.4249411
"Jalan Lerak Lopait, Lopait, Delik, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773, Indonesia",Goa Rong View,"[{'height': 2704, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116857449094497259238"">Kontak Yudhistira</a>'], 'photo_reference': 'AUGGfZlpru3MqsPLiiGk-z9d80EAYACC1E4V0td6QwnovLQEDC3XtnoKUAF9skpfbeh6sJPGJ53LtMwfULaBdBMSJjsH-RHWwqAdzj1oVpPorKXh9pUmAmJ49bkU6JfL4nM0-J3G9EOb83wugNJLDOYWs9PIDW1vkVKWO8AySo5dUesDITRe', 'width': 4056}]",ChIJ3QJyFlmCcC4Ru13i4xRH4Ms,4.4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4257.0,-7.2721621,110.4698457
"JGPJ+9QC, Nglegok, Tegalwaton, Kec. Tengaran, Kabupaten Semarang, Jawa Tengah 50775, Indonesia",Gazebo Sawah View Tegalwaton,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108534020972836679937"">Heru Sutanti</a>'], 'photo_reference': 'AUGGfZnIx6YAFNyZtp7t4ZPK7D8kVsD7DDxXXJHqksrgXQhIJ388cSJcW4qGrBPtXZTGuguj6tLR47enL9VPpoQJxpUKxNXBbt3-V1GIA4PPz0P-DqjK-1RUYKHVzfNUdXvD11ZgkZT8DieCfMJxG6_9WGX49lynY9O6JHKin7ZtkUQCOC71', 'width': 3264}]",ChIJ-YabY613ei4RnQqvRfM63Aw,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",27.0,-7.3640642,110.531905
"PG5C+JM, Kalongan, Bejaten, Kec. Pabelan, Kabupaten Semarang, Jawa Tengah, Indonesia",Bejaten's Bridge,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102428115610987158405"">A Google User</a>'], 'photo_reference': 'AUGGfZmWu8ncQFI0RKsoqRO0JBQmRTBt68xEhtFeeTnLKS5yvTpM5GXBN2KLYh4CLp8g5JOMdp43heQgoe7Q4NiXcVz5VYKSHs7TQmBftEIXssE1UcV_33IADVqxDJ0qsevTclUT0ifJ2EutzkhKgkGyTlxEhVMio4bQX7Lri79GJ4I74oiU', 'width': 1280}]",ChIJ58lCPEedcC4RVHSR5i8HMEU,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-7.2909947,110.5217166
"Gedagan, Gedangan, Tuntang, Semarang Regency, Central Java 50773, Indonesia","Desa Wisata Gedangan, Kec Tuntang, Kab Semarang","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104678193101324446720"">muamar faruq</a>'], 'photo_reference': 'AUGGfZlPhXjfLCSnHahFimHjZP_S6sfWitnaUR8-fPgkICb-SNDKu7s1EWizFeN1SDsz73yonwrBmvW1bpswpLoHBfpxKimlgFcHqGGgHGlcN--IFrQd8hGshgi5oGYiCEXPHiJ1Q6uhuQu4HWmRhKT-RaC6RC57kRk24uWGWUFl7WSkEvvR', 'width': 4000}]",ChIJA8Ya5fZ4ei4RMutFY4LekdU,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",77.0,-7.326590599999999,110.4700154
"Polobogo, Getasan, Semarang Regency, Central Java 50774, Indonesia",Boemisora,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105669554859154661954"">Cwidodo Utomo</a>'], 'photo_reference': 'AUGGfZkO9uH-xv34lVT08UARKDKXJJWt0e8gdGApoBC4zRxK_orvIE3KpF6S-VwvsPeIcEqpjAdzQ640oQlp-KX0BqliZHfFDyHfj8PTdLPGzhMGuPvmaJ1V4YWUpGxmtmL70Un6k9G1owr25xtGeyjQEcF6qsaxDX0454A46rbKSgwiTSDW', 'width': 1620}]",ChIJ_Y9e9Yh5ei4RLl9m18dX-lU,4.4,"['tourist_attraction', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1019.0,-7.3518814,110.4522573
"MFW8+HG3, Karang Pawon, Candirejo, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773, Indonesia",Green tour,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109337925651511026476"">A Google User</a>'], 'photo_reference': 'AUGGfZmE8FpfurjM1dprOiBC7BwZvpMy9OWULU4Gj9ETCDWXrzHd0NZwgA5paTyKaHM0wBB1kbTNMpG3BF-cK45nqi7VQsIIGYAfDE_yT9PCB8wXf-djRobAGhn28jezMxDrf5thmuZ4aJ-g04m5RTxs_Nq-FqyiCiDgvHHj7h7AghmzqF_w', 'width': 3120}]",ChIJg5GW_yN5ei4Rj1DH9SbXg7g,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-7.303610699999999,110.4662921
"MCCR+RG2, Rowoganjar, Rowoboni, Kec. Banyubiru, Kabupaten Semarang, Jawa Tengah 50664, Indonesia",Kali / River Appears,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111165062603217045748"">A Google User</a>'], 'photo_reference': 'AUGGfZkw4E4h6Okd3QiSGWLfmMcSO3XDYkx9QPUQio1hFAlvttoI0StjF8oqtbOpxp6QlmEyPId5RSQxu2s5-bHJS4Z3vkxGN6hWkcaJAhYlwZBAxt4owG14p1tmnYlN8O1Wvdvja8EfJnQOK7lppIZEUyFIW-_ONK_WeeCqkaGxYhyK3tLA', 'width': 3000}]",ChIJb8JESsR4ei4RNFicDkHt4MY,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",115.0,-7.3279987,110.4412574
